adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,genre_names
False,/3W6ifzDqxINcxsZQypwupTPue8m.jpg,"[10749, 18, 35]",323260,cn,鴨王,"Fung looks like a super-heartthrob and was bon with a special endowment, making him the high school idol. He was expelled from school when he was caught fighting on campus. When his mom, the sole provider of his family with her poultry business, had to stop working due to her back problems, Fung decides to support his family financially. And from that moment, his life takes on a tumultuous change…",215.227,/v0YIyJc5EtAGciCZsvqsW2QPRAr.jpg,2015-01-29,The Gigolo,False,5.0,29,"['Romance', 'Drama', 'Comedy']"
False,/wLttOcR1wJGedXfpe69y215NvjN.jpg,"[16, 12, 10751, 35]",1076364,en,Carl's Date,"Carl Fredricksen reluctantly agrees to go on a date with a lady friend—but admittedly has no idea how dating works these days. Ever the helpful friend, Dug steps in to calm Carl's pre-date jitters and offer some tried-and-true tips for making friends—if you're a dog.",124.177,/wakoF2UgsEE3fGs5KpuwMWsaNr2.jpg,2023-06-15,Carl's Date,False,7.5,401,"['Animation', 'Adventure', 'Family', 'Comedy']"
False,/diVcZzeebNQuT4wKiflNP76VcsY.jpg,"[35, 878, 28]",1094138,en,Jackpot!,"In the near future, a 'Grand Lottery' has been established - the catch: kill the winner before sundown to legally claim their multi-billion dollar jackpot. When Katie Kim mistakenly finds herself with the winning ticket, she reluctantly joins forces with amateur lottery protection agent Noel Cassidy who must get her to sundown in exchange for a piece of her prize.",137.936,/fOsamTFIyGxjw1jLSKdZYxQBJOT.jpg,2024-08-13,Jackpot!,False,6.4,531,"['Comedy', 'Science Fiction', 'Action']"
False,/18X5mXS1SpQy5rygEcpbmzUdkVP.jpg,"[18, 10751]",1186532,en,The Forge,"19 year old Isaiah Wright lives for basketball and video games. A year out of high school, he has no job, no plans, and no idea how to be a man. At odds with his single mother Cynthia, Isaiah is given an ultimatum – to step up or move out. Feeling the pull from his friends and the push from his mom, Isaiah is hired by Moore Fitness, unaware of how the owner will personally impact his life. With the prayers of his mother and unexpected guidance from his new mentor, Isaiah is forced to deal with his past, sacrifice his selfishness and discover how God might have a greater purpose for his life.",205.298,/vXW1I7HGZkeGUqw8QpGFiDA31Ih.jpg,2024-08-22,The Forge,False,8.1,96,"['Drama', 'Family']"
False,/iZigj6HaTW2QHBixcEBxsF0JE2a.jpg,"[80, 18]",1282138,pl,Napad,"A young detective seeks the help of a discharged police officer, giving him the chance to reclaim his old life in exchange for solving a bank raid case.",225.537,/zrzKoiLUdKuKqtYOKS2orLRoUhv.jpg,2024-10-15,Justice,False,6.8,42,"['Crime', 'Drama']"
False,/tcn8pfSvqntCHrjgHRYlP7b8pUX.jpg,[28],360778,ja,くノ一忍法帖 IV 忠臣蔵秘抄,"The female ninjas have to stop an alliance from carrying out their dastardly deeds, which includes bizarre ninjitsu sex magic to aid them in their quest.",286.514,/7TyWl7VX3dvKxPJUTsu4h9Yh8Az.jpg,1994-03-24,Female Ninjas Magic Chronicles 4: Rebel Forces at the Threshold,False,3.3,3,['Action']
False,/oe7mWkvYhK4PLRNAVSvonzyUXNy.jpg,"[28, 53]",359410,en,Road House,"Ex-UFC fighter Dalton takes a job as a bouncer at a Florida Keys roadhouse, only to discover that this paradise is not all it seems.",163.733,/lwPsIgh98Wnpvkr3svkZwlhDrfm.jpg,2024-03-08,Road House,False,6.977,2229,"['Action', 'Thriller']"
False,/ktHEdqmMWC1wdfPRMRCTZe2OISL.jpg,"[27, 9648, 53]",1071215,en,Thanksgiving,"After a Black Friday riot ends in tragedy, a mysterious Thanksgiving-inspired killer terrorizes Plymouth, Massachusetts - the birthplace of the holiday. Picking off residents one by one, what begins as random revenge killings are soon revealed to be part of a larger, sinister holiday plan.",122.25,/f5f3TEVst1nHHyqgn7Z3tlwnBIH.jpg,2023-11-16,Thanksgiving,False,6.554,1168,"['Horror', 'Mystery', 'Thriller']"
False,/me5rUyfsVy6ixHpqVmmTVegHv15.jpg,"[10749, 18]",1029330,en,Someone Like You,"Shocking news hits after young architect Dawson loses his best friend London. In his heartbreak, Dawson is compelled to launch an impossible search for London’s secret sister, twins separated as embryos. But along the way, Dawson never planned to fall in love.",123.71,/zsvD0BjEQIIoh2PpE5X7VXmSrQO.jpg,2024-04-02,Someone Like You,False,6.6,22,"['Romance', 'Drama']"
False,/xAAYm7bUC5LnAj2Hs2hePOMHh2z.jpg,[35],1251687,en,Don't Tell Mom the Babysitter's Dead,"Seventeen year old Tanya's plans for a carefree summer are derailed when her stressed-to-the-limit mom takes off for a wellness retreat and puts Tanya and her three siblings in the charge of a crotchety (and racist) old babysitter. The babysitter’s sudden death leaves the kids short on cash and reluctant to pull mom prematurely out of her much-needed R&R, so Tanya is forced to get a job. Posing as an adult, she gets a gig as the executive assistant at a fashion company and overnight is thrust into the world of adulthood and parenting.",242.947,/aMLrX8qaagRUESyPSJCARNlT8Xd.jpg,2024-04-12,Don't Tell Mom the Babysitter's Dead,False,6.1,13,['Comedy']
False,/f7UI3dYpr7ZUHGo0iIr1Qvy1VPe.jpg,"[16, 10751, 14, 35]",1040148,en,"Ruby Gillman, Teenage Kraken","Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",120.557,/8ChIb3WzYAcza1vrXR56v510MWk.jpg,2023-06-28,"Ruby Gillman, Teenage Kraken",False,7.3,962,"['Animation', 'Family', 'Fantasy', 'Comedy']"
False,/zdAKD1AJh0xk4GunXHZpjhcmHON.jpg,[27],1122504,en,Exorcism in Utero,"Herma finds a powerful ring that possesses her when she tries it on; as her body transforms and mind begins to deteriorate, she must find a way out to save herself and her unborn baby.",281.148,/eX5TsKpEk5qDgWJk0UBbROgqjlh.jpg,2023-05-23,Exorcism in Utero,False,6.5,10,['Horror']
False,/xOMo8BRK7PfcJv9JCnx7s5hj0PX.jpg,"[878, 12]",693134,en,Dune: Part Two,"Follow the mythic journey of Paul Atreides as he unites with Chani and the Fremen while on a path of revenge against the conspirators who destroyed his family. Facing a choice between the love of his life and the fate of the known universe, Paul endeavors to prevent a terrible future only he can foresee.",212.252,/1pdfLvkbY9ohJlCjQH2CZjjYVvJ.jpg,2024-02-27,Dune: Part Two,False,8.2,5453,"['Science Fiction', 'Adventure']"
False,/mpMDztY5OmV7i4ypYpWgqsP4DHs.jpg,"[27, 53]",978796,en,Bagman,"For centuries and across cultures, parents have warned their children of the legendary Bagman, who snatches innocent children and stuffs them into his vile, rotting bag—never to be seen again. Patrick McKee narrowly escaped such an encounter as a boy, which left him with lasting scars throughout his adulthood. Now, Patrick’s childhood tormentor has returned, threatening the safety of his wife Karina and son Jake.",276.58,/pkKcIP2B2ILAh4lGKyn9YkO0L1t.jpg,2024-09-20,Bagman,False,6.2,37,"['Horror', 'Thriller']"
False,/xYyPLClpJiA5pq687pGjRel5qgf.jpg,"[28, 53]",1064375,en,Paradox Effect,"An innocent woman is forced to confront a dangerous kingpin who has kidnapped her young daughter and is holding her for ransom. She teams up with a corrupt Interpol agent, whose son is also being held hostage, to rip off various criminals to raise the ransom to save their offspring. Together they have one hour to save their families from the wrath of bigwig.",117.349,/koJFEW997sLjpu4e7wmFioA2mhL.jpg,2024-06-27,Paradox Effect,False,5.775,40,"['Action', 'Thriller']"
False,/BcAPeQ7jTsi8VFcBKILN4bw77L.jpg,[28],360776,ja,くノ一忍法帖III 秘戯伝説の怪,"The government is worried that the Emperor will have no children because he can’t get an erection. The female ninjas try to find a sacred book that will help him, but they face a stiff challenge.",130.927,/uJDtI8RZPbV4gn5cEyxPyXF7QJo.jpg,1993-05-21,Female Ninjas Magic Chronicles 3: Sacred Book of Sexual Positions,False,7.5,3,['Action']
False,/t3LicFpYHeYpwqm7L5wDpd22hL5.jpg,"[12, 14]",671,en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard—with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths—and about the villain who's to blame.",257.247,/wuMc08IPKEatf9rnMNXvIDxqP4W.jpg,2001-11-16,Harry Potter and the Philosopher's Stone,False,7.9,27263,"['Adventure', 'Fantasy']"
False,/zD5v1E4joAzFvmAEytt7fM3ivyT.jpg,"[28, 12, 878]",634649,en,Spider-Man: No Way Home,"Peter Parker is unmasked and no longer able to separate his normal life from the high-stakes of being a super-hero. When he asks for help from Doctor Strange the stakes become even more dangerous, forcing him to discover what it truly means to be Spider-Man.",221.998,/1g0dhYtq4irTY1GPXvft6k4YLjm.jpg,2021-12-15,Spider-Man: No Way Home,False,7.958,19992,"['Action', 'Adventure', 'Science Fiction']"
False,/wSZbtiFIK1fkKZdSRtn2kz2Ttfd.jpg,"[28, 35, 80]",1139817,ko,무도실무관,A talented martial artist who can't walk past a person in need unites with a probation officer to fight and prevent crime as a martial arts officer.,190.872,/rEaJSXAlNfdhRpDHiNcJsoUa9qE.jpg,2024-09-10,Officer Black Belt,False,7.735,196,"['Action', 'Comedy', 'Crime']"
False,/FzntbxhtPGp5gVmie16ry3k7Ow.jpg,"[16, 35, 10751, 14]",567811,en,10 Lives,"A pampered cat takes for granted the lucky hand he has been dealt after he is rescued and loved by Rose, a kind-hearted and passionate student. When he loses his ninth life, fate steps in to set him on a transformative journey.",187.27,/r2D7MkNocsqKOqGnnGEQThU26JS.jpg,2024-04-18,10 Lives,False,8.2,101,"['Animation', 'Comedy', 'Family', 'Fantasy']"
False,/7I6VUdPj6tQECNHdviJkUHD2u89.jpg,"[28, 53, 80]",603692,en,John Wick: Chapter 4,"With the price on his head ever increasing, John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.",220.337,/vZloFAK7NmvMGKE7VkF5UHaz0I.jpg,2023-03-22,John Wick: Chapter 4,False,7.734,6422,"['Action', 'Thriller', 'Crime']"
False,/jfC2xCBD8a5QJNd5yY3q23E8i7U.jpg,"[28, 80, 18]",1186947,pt,Bandida - A Número Um,"At the age of nine, Rebeca is sold by her grandmother to the bookseller who ran Rocinha. Disputed by bicheiros and drug dealers, the community is going through changes in power. Rebeca becomes the wife of the chief drug dealer and, with the death of her partner, his successor. The electrifying trajectory of crime, violence, drugs and love of a female drug kingpin in Rocinha, Rio de Janeiro in the 1980s.",198.583,/rGS8SzheANVQicNba0GCE6w1XHb.jpg,2024-06-20,Outlaw,False,6.0,81,"['Action', 'Crime', 'Drama']"
False,/zBG5Mg29NH9xxpWMMG7BIvKwYhL.jpg,"[10749, 18]",829557,pl,365 dni: Ten dzień,"Laura and Massimo are back and hotter than ever. But the reunited couple's new beginning is complicated by Massimo’s family ties and a mysterious man who enters Laura’s life to win her heart and trust, at any cost.",226.682,/7qU0SOVcQ8BTJLodcAlulUAG16C.jpg,2022-04-26,365 Days: This Day,False,5.9,1499,"['Romance', 'Drama']"
False,/i9qxG4UVgfX4AdMGnfRzMYEowLQ.jpg,"[12, 36, 28, 18, 10749, 53]",1084736,fr,Le Comte de Monte-Cristo,"Edmond Dantes becomes the target of a sinister plot and is arrested on his wedding day for a crime he did not commit. After 14 years in the island prison of Château d’If, he manages a daring escape. Now rich beyond his dreams, he assumes the identity of the Count of Monte-Cristo and exacts his revenge on the three men who betrayed him.",137.492,/sAT1P3FGhtJ68anUyJScnMu8t1l.jpg,2024-06-28,The Count of Monte-Cristo,False,8.4,636,"['Adventure', 'History', 'Action', 'Drama', 'Romance', 'Thriller']"
False,/vbAIe8DgAfrhkfwK8uiujXQEIoZ.jpg,"[53, 9648, 18]",863873,en,Caddo Lake,"When an 8-year-old girl mysteriously vanishes, a series of past deaths and disappearances begins to link together.",197.488,/sv1IoM6xlCdAoOzUmgB9XTnADC.jpg,2024-10-09,Caddo Lake,False,7.4,203,"['Thriller', 'Mystery', 'Drama']"
False,/e0xnvkG0nZjEfvREuhgFekJZmQr.jpg,"[28, 12]",558449,en,Gladiator II,"Years after witnessing the death of the revered hero Maximus at the hands of his uncle, Lucius is forced to enter the Colosseum after his home is conquered by the tyrannical Emperors who now lead Rome with an iron fist. With rage in his heart and the future of the Empire at stake, Lucius must look to his past to find strength and honor to return the glory of Rome to its people.",207.401,/2cxhvwyEwRlysAmRH4iodkvo0z5.jpg,2024-11-13,Gladiator II,False,0.0,0,"['Action', 'Adventure']"
False,/oqbrGQdVwoPqxJaYbfbIuSlwme8.jpg,"[10749, 18]",1231818,ko,과외의 목적,"Yeong-tak and Ha-na are stepsiblings who live with the support of their divorced adoptive parents. The two begin taking individual private lessons for their respective careers. Yeong-tak secretly gives his acting teacher Na-ri sleeping pills to covet her body, while Ha-na is busy seducing her physical education teacher Han-cheol. Meanwhile, Na-ri and Han-cheol run into each other at the stepsiblings' house, fall in love at first sight, and seek revenge on the two who offended them.",179.518,/uBTGyxIUyQeKJVY17QBYurqIJ1V.jpg,2023-12-07,Purpose of Tutoring,False,5.5,2,"['Romance', 'Drama']"
False,/cJ1TJUzvpjmumyuuJoPstXra6j2.jpg,"[10749, 18, 35]",1100099,en,We Live in Time,"An up-and-coming chef and a recent divorcée find their lives forever changed when a chance encounter brings them together, in a decade-spanning, deeply moving romance.",143.259,/t7clSlDlb0tVb11Km8pWXniQLUG.jpg,2024-10-10,We Live in Time,False,8.3,19,"['Romance', 'Drama', 'Comedy']"
False,/j29ekbcLpBvxnGk6LjdTc2EI5SA.jpg,"[16, 10751, 12, 18, 35]",150540,en,Inside Out,"When 11-year-old Riley moves to a new city, her Emotions team up to help her through the transition. Joy, Fear, Anger, Disgust and Sadness work together, but when Joy and Sadness get lost, they must journey through unfamiliar places to get back home.",193.801,/2H1TmgdfNtsKlU9jKdeNyYL5y8T.jpg,2015-06-17,Inside Out,False,7.9,21830,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']"
False,/4woSOUD0equAYzvwhWBHIJDCM88.jpg,"[53, 27, 28]",1096197,en,No Way Up,Characters from different backgrounds are thrown together when the plane they're travelling on crashes into the Pacific Ocean. A nightmare fight for survival ensues with the air supply running out and dangers creeping in from all sides.,131.097,/hu40Uxp9WtpL34jv3zyWLb5zEVY.jpg,2024-01-18,No Way Up,False,6.38,921,"['Thriller', 'Horror', 'Action']"
False,/hU1Q9YVzdYhokr8a9gLywnSUMlN.jpg,"[16, 12, 28, 14, 10751]",1147400,fr,"Miraculous World : Paris, Les Aventures de Toxinelle et Griffe Noire","Miraculous holders from another world appear in Paris. They come from a parallel universe where everything is reversed: the holders of Ladybug and Black Cat Miraculouses, Shadybug and Claw Noir, are the bad guys, and the holder of the Butterfly Miraculous, Hesperia, is a superhero. Ladybug and Cat Noir will have to help Hesperia counter the attacks of their evil doubles and prevent them from seizing the Butterfly's Miraculous. Can our heroes also help Hesperia make Shadybug and Claw Noir better people?",204.913,/7Md3nuV0ZprBTnkdR3OrUCEsrSP.jpg,2023-10-21,"Miraculous World: Paris, Tales of Shadybug and Claw Noir",False,7.2,495,"['Animation', 'Adventure', 'Action', 'Fantasy', 'Family']"
False,/ncr6KR7bBF8cps6yZKiTAwClpn1.jpg,"[14, 35, 10751]",10439,en,Hocus Pocus,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",132.324,/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,1993-07-16,Hocus Pocus,False,7.04,2972,"['Fantasy', 'Comedy', 'Family']"
False,/zQKFPx03M9RKfEcRETXR2HoUZn1.jpg,[10749],587727,ko,가슴 큰 여자친구,"Mincheol and Suhee go to greet Minchul father (grandmother) before marriage. Dae - sik welcomes her daughter - in - law, Su - hee. But before marriage, Minchol and Suhee are separated by the difference in personality. Soon-hee, who was only preparing for marriage, is soon to live.",194.365,/f6PfAXtFEkJRcBtOjbzOgz8qqSK.jpg,2019-03-08,Busty Girlfriend,False,7.1,10,['Romance']
False,/9BBTo63ANSmhC4e6r62OJFuK2GL.jpg,"[878, 28, 12]",24428,en,The Avengers,"When an unexpected enemy emerges and threatens global safety and security, Nick Fury, director of the international peacekeeping agency known as S.H.I.E.L.D., finds himself in need of a team to pull the world back from the brink of disaster. Spanning the globe, a daring recruitment effort begins!",253.015,/RYMX2wcKCBAr24UyPD7xwmjaTn.jpg,2012-04-25,The Avengers,False,7.7,30617,"['Science Fiction', 'Action', 'Adventure']"
False,/lCETs5wX6QQNFn3JXm6JW7MoyuD.jpg,[10749],697251,ko,장모의유혹,"After graduating from the prestigious college, the youngest conglomerate is promoted to a handsome appearance. However, at the drinking place with his old friend, Moo-Hyuk, Han-Yong notices a drink without hesitation. As if frustrated, Moo-hyeok asked why he wanted to marry his six-year-old girlfriend, Wisdom, but was struggling with her attitude of not showing her parents. That night, Han Yong received a promotion from Wisdom and asked for a complimentary ceremony, saying that she wants to get married stably now. . And even if you look at the place of Sang-yeon, you'll find Yeon-ji, the eldest daughter of her own age. Will increase. And one day, on a business trip of wisdom, what will Han Yong choose for a sudden visit by a drunken mother-in-law?",174.878,/1fUE6TkPhNhsCXKMv16tZlUhJfV.jpg,2019-02-22,Temptation of Mother-in-Law,False,4.5,2,['Romance']
False,/9WHM084AoskcHCObAy4QnJg01eM.jpg,"[16, 10751, 12, 14]",109445,en,Frozen,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",137.993,/kgwjIb2JDHRhNk13lmSxiClFjVk.jpg,2013-11-20,Frozen,False,7.246,16416,"['Animation', 'Family', 'Adventure', 'Fantasy']"
False,/uAfhsySkr1UzQg1zdg3dZQRz9Fd.jpg,"[16, 10751, 35]",10193,en,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",122.958,/AbbXspMOwdvwWZgVN0nabZq03Ec.jpg,2010-06-16,Toy Story 3,False,7.8,14572,"['Animation', 'Family', 'Comedy']"
False,/AjTodtZJlQxycfRPktnUTpknblv.jpg,"[16, 12, 35, 10751]",1207830,en,Gracie & Pedro: Pets to the Rescue,"Family frenemies, Gracie and Pedro, must put their differences aside, embarking on a thrilling quest packed with perilous escapades in order to reunite with their owners.",186.652,/1agSI7NGvagr720za8XAubtqUoB.jpg,2024-05-01,Gracie & Pedro: Pets to the Rescue,False,6.929,21,"['Animation', 'Adventure', 'Comedy', 'Family']"
False,/kVd3a9YeLGkoeR50jGEXM6EqseS.jpg,"[16, 28, 12, 878]",569094,en,Spider-Man: Across the Spider-Verse,"After reuniting with Gwen Stacy, Brooklyn’s full-time, friendly neighborhood Spider-Man is catapulted across the Multiverse, where he encounters the Spider Society, a team of Spider-People charged with protecting the Multiverse’s very existence. But when the heroes clash on how to handle a new threat, Miles finds himself pitted against the other Spiders and must set out on his own to save those he loves most.",202.041,/8Vt6mWEReuy4Of61Lnj5Xj704m8.jpg,2023-05-31,Spider-Man: Across the Spider-Verse,False,8.359,6870,"['Animation', 'Action', 'Adventure', 'Science Fiction']"
False,/cDJ61O1STtbWNBwefuqVrRe3d7l.jpg,"[12, 14, 28]",10195,en,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",108.461,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg,2011-04-21,Thor,False,6.768,21003,"['Adventure', 'Fantasy', 'Action']"
False,/iUsj3AXSv22uT1K5eYLIyt81mJC.jpg,"[35, 18]",1115729,es,El bus de la vida,"Andrés, a music teacher diagnosed with cancer, seeks treatment at a hospital in the city. His travels there on a singular, dilapidated bus accompanied by other cancer patients. It soon becomes an extraordinary experience, giving him new friends and a far more joyous understanding of life. He also learns to conquer his fears, such as the stage fright which has frustrated a budding career as a musician.",219.814,/5is3YYJDsECjD5dutQHmn1X17Sm.jpg,2024-07-03,The Bus of Life,False,6.769,13,"['Comedy', 'Drama']"
False,/iUsj3AXSv22uT1K5eYLIyt81mJC.jpg,"[35, 18]",1115729,es,El bus de la vida,"Andrés, a music teacher diagnosed with cancer, seeks treatment at a hospital in the city. His travels there on a singular, dilapidated bus accompanied by other cancer patients. It soon becomes an extraordinary experience, giving him new friends and a far more joyous understanding of life. He also learns to conquer his fears, such as the stage fright which has frustrated a budding career as a musician.",219.814,/5is3YYJDsECjD5dutQHmn1X17Sm.jpg,2024-07-03,The Bus of Life,False,6.769,13,"['Comedy', 'Drama']"
False,/uHvoqSuXkdQkozFauzQZ5hmNriG.jpg,[35],1364324,es,Abracadaver,"To save their father's life, three siblings skilled in magic, escapism, and swindling must steal a priceless mummy from an old hacienda during the ""Night of the Dead"" party. Success means fortune and peace; failure brings severe consequences.",154.176,/b0B1lXZcMvHUxYw9mxr0e5abBGG.jpg,2024-10-02,Abracadaver,False,4.333,3,['Comedy']
False,/yHzyPJrVqlTySQ9mc379yxrLBYQ.jpg,"[12, 14]",672,en,Harry Potter and the Chamber of Secrets,"Cars fly, trees fight back, and a mysterious house-elf comes to warn Harry Potter at the start of his second year at Hogwarts. Adventure and danger await when bloody writing on a wall announces: The Chamber Of Secrets Has Been Opened. To save Hogwarts will require all of Harry, Ron and Hermione’s magical abilities and courage.",243.757,/sdEOH0992YZ0QSxgXNIGLq1ToUi.jpg,2002-11-13,Harry Potter and the Chamber of Secrets,False,7.7,21819,"['Adventure', 'Fantasy']"
False,/zODktecT7S3jbEW4tmjRcmlzKke.jpg,"[27, 53]",1090323,en,#AMFAD: All My Friends Are Dead,"A group of college friends rent an Airbnb for the biggest music festival of the year. But their weekend of partying quickly takes a turn, as the group is murdered one by one, in correspondence with the seven deadly sins.",103.332,/hbQPeTiRYxLNVOakBboMeCQiwQq.jpg,2024-08-29,#AMFAD: All My Friends Are Dead,False,6.444,9,"['Horror', 'Thriller']"
False,/c2Gd2QwQx7IITMUoJgcckqMniqd.jpg,"[27, 18, 9648]",1020896,no,Håndtering av udøde,"On a hot summer day in Oslo, the dead mysteriously awaken, and three families are thrown into chaos when their deceased loved ones come back to them. Who are they, and what do they want?",104.363,/6XlHOx0JQNgYjuJ4YQKbrt4Gd4d.jpg,2024-02-09,Handling the Undead,False,6.2,99,"['Horror', 'Drama', 'Mystery']"
False,/wDpSSSPp8FQQ7oLYgDSeNDj40IZ.jpg,"[27, 53]",807339,en,Apartment 7A,"A struggling young dancer finds herself drawn in by dark forces when a peculiar, well-connected older couple promise her a shot at fame.",168.51,/vZjEqA5MYEBinqIk0vXn9l7Le1R.jpg,2024-09-20,Apartment 7A,False,6.1,154,"['Horror', 'Thriller']"
False,/AqLcLsGGTzAjm3pCCq0CZCQrp6m.jpg,"[12, 14]",12444,en,Harry Potter and the Deathly Hallows: Part 1,"Harry, Ron and Hermione walk away from their last year at Hogwarts to find and destroy the remaining Horcruxes, putting an end to Voldemort's bid for immortality. But with Harry's beloved Dumbledore dead and Voldemort's unscrupulous Death Eaters on the loose, the world is more dangerous than ever.",239.474,/iGoXIpQb7Pot00EEdwpwPajheZ5.jpg,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,False,7.751,18938,"['Adventure', 'Fantasy']"
False,/cyKH7pDFlxIXluqRyNoHHEpxSDX.jpg,"[80, 28, 53, 18]",646097,en,Rebel Ridge,A former Marine confronts corruption in a small town when local law enforcement unjustly seizes the bag of cash he needs to post his cousin's bail.,173.204,/xEt2GSz9z5rSVpIHMiGdtf0czyf.jpg,2024-08-27,Rebel Ridge,False,7.032,887,"['Crime', 'Action', 'Thriller', 'Drama']"
False,/9n2tJBplPbgR2ca05hS5CKXwP2c.jpg,"[16, 10751, 12, 14, 35]",502356,en,The Super Mario Bros. Movie,"While working underground to fix a water main, Brooklyn plumbers—and brothers—Mario and Luigi are transported down a mysterious pipe and wander into a magical new world. But when the brothers are separated, Mario embarks on an epic quest to find Luigi.",238.473,/qNBAXBIQlnOThrVvA6mA2B5ggV6.jpg,2023-04-05,The Super Mario Bros. Movie,False,7.651,9031,"['Animation', 'Family', 'Adventure', 'Fantasy', 'Comedy']"
False,/vt37v6ouquokPYeEg3xqkzKjHRj.jpg,"[53, 18]",1248753,en,Amber Alert,"An ordinary rideshare becomes a high-stakes game of cat and mouse when Jaq and Shane receive an alert of a child abduction on their phones. Quickly realizing they are behind a car that matches the description of the kidnapper’s, Jaq and Shane desperately race against time to save the child’s life.",157.561,/sI0WxsgVFE5RkPA7G6PznWRxBEW.jpg,2024-09-27,Amber Alert,False,6.6,97,"['Thriller', 'Drama']"
False,/n5A7brJCjejceZmHyujwUTVgQNC.jpg,"[14, 12]",12445,en,Harry Potter and the Deathly Hallows: Part 2,"Harry, Ron and Hermione continue their quest to vanquish the evil Voldemort once and for all. Just as things begin to look hopeless for the young wizards, Harry discovers a trio of magical objects that endow him with powers to rival Voldemort's formidable skills.",234.751,/c54HpQmuwXjHq2C9wmoACjxoom3.jpg,2011-07-12,Harry Potter and the Deathly Hallows: Part 2,False,8.094,20430,"['Fantasy', 'Adventure']"
False,/iafs5DG5fGq7ef0acl3xlX4BFrs.jpg,"[18, 10770]",1219685,fr,Un père idéal,"Michel, the jovial owner of the only café in a small Normandy town, sees his life turned upside down when his teenage daughter is murdered. The community has his back but soon rumor spreads and Michel is singled out. From the ideal father, he becomes the ideal culprit.",178.883,/4xJd3uwtL1vCuZgEfEc8JXI9Uyx.jpg,2024-04-21,An Ideal Father,False,6.4,98,"['Drama', 'TV Movie']"
False,/x2RS3uTcsJJ9IfjNPcgDmukoEcQ.jpg,"[12, 14, 28]",120,en,The Lord of the Rings: The Fellowship of the Ring,"Young hobbit Frodo Baggins, after inheriting a mysterious ring from his uncle Bilbo, must leave his home in order to keep it from falling into the hands of its evil creator. Along the way, a fellowship is formed to protect the ringbearer and make sure that the ring arrives at its final destination: Mt. Doom, the only place where it can be destroyed.",185.781,/6oom5QYQ2yQTMJIbnvbkBL9cHo6.jpg,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,False,8.4,25026,"['Adventure', 'Fantasy', 'Action']"
False,/s5znBQmprDJJ553IMQfwEVlfroH.jpg,"[28, 35, 10752]",799583,en,The Ministry of Ungentlemanly Warfare,"During World War II, the British Army assigns a group of competent soldiers to carry out a mission against the Nazi forces behind enemy lines... A true story about a secret British WWII organization – the Special Operations Executive. Founded by Winston Churchill, their irregular warfare against the Germans helped to change the course of the war, and gave birth to modern black operations.",158.582,/8aF0iAKH9MJMYAZdi0Slg77RYa2.jpg,2024-04-18,The Ministry of Ungentlemanly Warfare,False,7.1,1106,"['Action', 'Comedy', 'War']"
False,/oOhBGCFOt3mALNjj3NChoBx4Nlx.jpg,[35],1094009,en,Summer Camp,"Childhood best friends Nora, Ginny and Mary used to spend every summer at sleepaway camp together, and now, fifty years later, seize the opportunity to get back together for a reunion at the camp — full of food fights, river rafting and emotional revelations.",107.199,/9RrcqS0kT5weSqS853WGWFDEATZ.jpg,2024-05-31,Summer Camp,False,5.2,12,['Comedy']
